snr,realization,L_true,epsilon_true,MEWT_true,L_retrieved,epsilon_retrieved,MEWT_retrieved
600.0,18,0.075,0.6,0.045,0.07677657521271142,0.5971108580753708,0.04584412670535036
600.0,18,0.1,0.6,0.06,0.10650645163157949,0.5996453070985269,0.06386609389659288
600.0,18,0.125,0.6,0.075,0.14191452105748917,0.6015316833429586,0.08536608074252121
600.0,18,0.15,0.6,0.09,0.16170532914321017,0.5954689010330747,0.096290494636099
600.0,18,0.175,0.6,0.105,0.1868179304313347,0.6097915919383591,0.11392000320035321
600.0,18,0.2,0.6,0.12,0.19999999999999998,0.6069906573683721,0.12139813147367441
600.0,18,0.025,0.7,0.0174999999999999,0.02438470898539714,0.7014102372160387,0.01710368451389148
600.0,18,0.05,0.7,0.0349999999999999,0.049260669163121905,0.7074558499635173,0.034849748572568034
600.0,18,0.075,0.7,0.0525,0.07565032492438671,0.7048342714659944,0.05332094165424587
600.0,18,0.1,0.7,0.0699999999999999,0.10305350617004783,0.710937142347386,0.07326456518541252
600.0,18,0.125,0.7,0.0875,0.1314006814855533,0.705196005429312,0.09266323569430156
600.0,18,0.15,0.7,0.105,0.15829413416745813,0.7042511435827222,0.11147882500986925
600.0,18,0.175,0.7,0.1224999999999999,0.19147459482170684,0.6910789103766037,0.13232405435418684
600.0,18,0.2,0.7,0.1399999999999999,0.19999999995337664,0.7111532258737426,0.14223064514159217
600.0,18,0.175,0.8,0.1399999999999999,0.18979494382629106,0.8006012402530328,0.1519500674210833
600.0,18,0.2,0.8,0.16,0.1999999999999972,0.8027572652531542,0.1605514530506286
600.0,19,0.0,0.0,0.0,0.004393403283170476,0.11618251740109886,0.0005104366533969987
600.0,19,0.025,0.1,0.0025,0.025126629430550825,0.06866259214919544,0.0017252595086738821
600.0,19,0.025,0.2,0.005,0.017043584044001858,0.22283209324126124,0.0037978575088582944
600.0,19,0.05,0.2,0.01,0.11961537932802452,0.14554892588892815,0.01740988998099067
600.0,19,0.025,0.3,0.0075,0.025795117958848073,0.31077008462365485,0.008016350990948374
600.0,19,0.05,0.3,0.015,0.05596097839651496,0.2962902812172955,0.016580694026298415
600.0,19,0.075,0.3,0.0225,0.09793247758146488,0.27898972245573567,0.027322154739855442
600.0,19,0.1,0.3,0.03,0.12635306392040785,0.2885144240319866,0.03645468146167326
600.0,19,0.025,0.4,0.01,0.022935050207558715,0.3661345762277723,0.008397314888507191
600.0,19,0.05,0.4,0.02,0.048674842814865615,0.40799266144751645,0.019858978665576545
600.0,19,0.075,0.4,0.03,0.0888051496416209,0.3847217462034127,0.03416527224197976
600.0,19,0.1,0.4,0.04,0.11868781929530318,0.39349028602423897,0.046702503962102036
600.0,19,0.025,0.5,0.0125,0.023418239953086846,0.5270446939724799,0.01234245910944876
600.0,19,0.05,0.5,0.025,0.0516187766372485,0.5009255466811922,0.025857163906028057
600.0,19,0.075,0.5,0.0375,0.08492121763462246,0.49078209014644475,0.04167781268850113
600.0,19,0.1,0.5,0.05,0.11854539297383943,0.4859433565912115,0.05760634617013175
600.0,19,0.125,0.5,0.0625,0.13577862801324334,0.5050060809706339,0.06856903281253755
600.0,19,0.15,0.5,0.075,0.16409636465872332,0.5036696757883325,0.08265036278570316
600.0,19,0.175,0.5,0.0875,0.18573236447241143,0.5156779915991678,0.09577809268609776
600.0,19,0.2,0.5,0.1,0.19999999999986193,0.5041429112628821,0.10082858225250682
600.0,19,0.025,0.6,0.015,0.02557031524596594,0.5945951115777693,0.015203984446753853
600.0,19,0.05,0.6,0.03,0.05258772409728731,0.6009053577404699,0.031600245161437564
600.0,19,0.075,0.6,0.045,0.07896931066272357,0.5929294625947408,0.04682323093272582
600.0,19,0.1,0.6,0.06,0.10743719651070517,0.5946984037083286,0.06389272926381438
600.0,19,0.125,0.6,0.075,0.1321807534554865,0.5962027552489093,0.07880652940103784
600.0,19,0.15,0.6,0.09,0.16021235665078198,0.6038417921707393,0.09674291656790586
600.0,19,0.175,0.6,0.105,0.18695641163916854,0.6077153566384363,0.11361628237513963
600.0,19,0.2,0.6,0.12,0.19999999999999085,0.6202850207454341,0.12405700414908115
600.0,19,0.025,0.7,0.0174999999999999,0.02424984237747863,0.69844895154598,0.016937276983705223
600.0,19,0.05,0.7,0.0349999999999999,0.04791909171850249,0.7024185204755823,0.033659257507444244
600.0,19,0.075,0.7,0.0525,0.07595923016933673,0.69607145409942,0.05287305179624274
600.0,19,0.1,0.7,0.0699999999999999,0.10626981299617048,0.6946545781498006,0.073820812116913
600.0,19,0.125,0.7,0.0875,0.13191253867985525,0.697301999277424,0.09198287695122359
600.0,19,0.15,0.7,0.105,0.15340533847842042,0.701897236240465,0.10767478310253635
600.0,19,0.175,0.7,0.1224999999999999,0.18946984666424677,0.6989438811410364,0.13242878998670568
600.0,19,0.2,0.7,0.1399999999999999,0.19999999999997856,0.7063475917332793,0.14126951834664073
600.0,19,0.175,0.8,0.1399999999999999,0.18023485830344002,0.7987162409892534,0.14395650851935435
600.0,19,0.2,0.8,0.16,0.19999999999991197,0.8022800269241889,0.16045600538476715
400.0,0,0.0,0.0,0.0,0.0010000969387789541,0.0010043463900408275,1.004443750153525e-06
400.0,0,0.025,0.1,0.0025,0.013820843850477396,0.17102290976088966,0.0023636809306595424
400.0,0,0.025,0.2,0.005,0.02976501140552873,0.1626099775960044,0.004840087837797842
400.0,0,0.05,0.2,0.01,0.053563345892722145,0.1867649118139467,0.010003753572114174
400.0,0,0.025,0.3,0.0075,0.02799137868646121,0.28012337140678845,0.007841039367975635
400.0,0,0.05,0.3,0.015,0.04886091727260061,0.2928401545196225,0.014308438564078855
400.0,0,0.075,0.3,0.0225,0.06377620218503251,0.33084134337129295,0.021099804406015343
400.0,0,0.1,0.3,0.03,0.14413720643191436,0.30488571204193987,0.043945374814730286
400.0,0,0.025,0.4,0.01,0.022915663075047474,0.40132063418811836,0.009196528438119298
400.0,0,0.05,0.4,0.02,0.05275981097337198,0.38404403180700875,0.020262090523589436
400.0,0,0.075,0.4,0.03,0.06317247555426451,0.43641930668784096,0.027569687983146702
400.0,0,0.1,0.4,0.04,0.10106212257159247,0.40179639147052415,0.040606396163617664
400.0,0,0.025,0.5,0.0125,0.022198154192963,0.5116619149226211,0.01135795008211906
400.0,0,0.05,0.5,0.025,0.04814348035488762,0.5264297588581481,0.025344160753815483
400.0,0,0.075,0.5,0.0375,0.07656246398390039,0.5065102436631271,0.03877967228793478
400.0,0,0.1,0.5,0.05,0.12020420835833345,0.49292514827481304,0.05925167722828804
400.0,0,0.125,0.5,0.0625,0.12980597670950675,0.503424451766506,0.06534750266099927
400.0,0,0.15,0.5,0.075,0.1645429106419326,0.5019034856300486,0.0825846603868996
400.0,0,0.175,0.5,0.0875,0.1857696653276718,0.4971851851974242,0.09236192546000202
400.0,0,0.2,0.5,0.1,0.19999999999999998,0.5046360271022746,0.10092720542045491
400.0,0,0.025,0.6,0.015,0.027968502924331146,0.5866238429958713,0.0164069906683124
400.0,0,0.05,0.6,0.03,0.048558899706077324,0.600424399938174,0.029155948217679452
400.0,0,0.075,0.6,0.045,0.08167218607928493,0.5983482329362787,0.04886840822058308
400.0,0,0.1,0.6,0.06,0.11779423159535166,0.5868121589560382,0.06912308735503588
400.0,0,0.125,0.6,0.075,0.14062569986293455,0.6000341364550573,0.08438022038064401
400.0,0,0.15,0.6,0.09,0.1600536717450901,0.6042948555024464,0.09671961043983522
400.0,0,0.175,0.6,0.105,0.18910310819757079,0.5849536697013153,0.11061655709209392
400.0,0,0.2,0.6,0.12,0.19999999999999998,0.6160609394455906,0.12321218788911811
400.0,0,0.025,0.7,0.0174999999999999,0.023486942617887283,0.694463509569956,0.01631082459948617
400.0,0,0.05,0.7,0.0349999999999999,0.04772998629165748,0.7095654837635883,0.03386755081306938
400.0,0,0.075,0.7,0.0525,0.07585152042713005,0.6875858737103291,0.05215443394514509
400.0,0,0.1,0.7,0.0699999999999999,0.10943109216371733,0.6991965586166192,0.07651384304652924
400.0,0,0.125,0.7,0.0875,0.1280873479736504,0.7049659660396842,0.09029722100170565
400.0,0,0.15,0.7,0.105,0.1558742146301853,0.6968707727406357,0.10862418439967693
400.0,0,0.175,0.7,0.1224999999999999,0.18963421708927108,0.6980828224885406,0.132380389506083
400.0,0,0.2,0.7,0.1399999999999999,0.19999999999999998,0.7062402683925644,0.14124805367851287
400.0,0,0.175,0.8,0.1399999999999999,0.17860658477956814,0.8025914461712069,0.14334811717393386
400.0,0,0.2,0.8,0.16,0.19999999999997617,0.7982757587994659,0.15965515175987416
400.0,1,0.0,0.0,0.0,0.0010003470104639743,0.0010036044640472214,1.003952725297937e-06
400.0,1,0.025,0.1,0.0025,0.018382002376890243,0.07517471727095834,0.0013818618315568083
400.0,1,0.025,0.2,0.005,0.023647644933371296,0.1962692311092422,0.004641305088617151
400.0,1,0.05,0.2,0.01,0.11632109515765067,0.13527417432924072,0.015735240104524234
400.0,1,0.025,0.3,0.0075,0.019710254186933396,0.2821351394030851,0.0055609553127006954
400.0,1,0.05,0.3,0.015,0.04949423890186909,0.2524787630710955,0.012496244217089204
400.0,1,0.075,0.3,0.0225,0.09775539458701883,0.2600566558214073,0.025421941004802218
400.0,1,0.1,0.3,0.03,0.1254227342824403,0.3068065751605357,0.03848051955246542
400.0,1,0.025,0.4,0.01,0.02233645140713433,0.43953669905496456,0.009817690120093443
400.0,1,0.05,0.4,0.02,0.05197767695736068,0.3729130085022966,0.019383151889129868
400.0,1,0.075,0.4,0.03,0.0790767304508802,0.4062059720486932,0.03212144015923229
400.0,1,0.1,0.4,0.04,0.12373087020896217,0.3795595112463705,0.046963228622601785
400.0,1,0.025,0.5,0.0125,0.02500047693394598,0.49101607814416903,0.012275636135839915
400.0,1,0.05,0.5,0.025,0.04776008056290484,0.5103473756528906,0.024374231776249113
400.0,1,0.075,0.5,0.0375,0.08784028292398388,0.494120958995414,0.043403724836827404
400.0,1,0.1,0.5,0.05,0.11963121144793469,0.47960235102290993,0.057375410266148334
400.0,1,0.125,0.5,0.0625,0.14216835669554787,0.4925082044278702,0.07001908208258525
400.0,1,0.15,0.5,0.075,0.1705779566735852,0.5181673369264665,0.08838792554790983
400.0,1,0.175,0.5,0.0875,0.18702194685196336,0.5061912048166491,0.09466886460415065
400.0,1,0.2,0.5,0.1,0.19999999999999998,0.4987150111142281,0.09974300222284561
400.0,1,0.025,0.6,0.015,0.02437469075180953,0.6227163689596484,0.015178518919481153
400.0,1,0.05,0.6,0.03,0.05067682415050922,0.5983695287700987,0.030323467386505362
400.0,1,0.075,0.6,0.045,0.07468169071204707,0.6078339280251345,0.04539406541706177
400.0,1,0.1,0.6,0.06,0.11331646727627183,0.576760181607868,0.06535642624542458
400.0,1,0.125,0.6,0.075,0.13418284030944688,0.6066911714010277,0.08140754456925536
400.0,1,0.15,0.6,0.09,0.15831435180867748,0.6032665495018028,0.09550575275223536
400.0,1,0.175,0.6,0.105,0.1774528023697445,0.605599420271615,0.10746531424069074
400.0,1,0.2,0.6,0.12,0.19999999999999998,0.604008033602148,0.1208016067204296
400.0,1,0.025,0.7,0.0174999999999999,0.02503479997053603,0.6953534678142577,0.017408034975548502
400.0,1,0.05,0.7,0.0349999999999999,0.050821677848475945,0.6961226750668145,0.035378122335264946
400.0,1,0.075,0.7,0.0525,0.07905560161052144,0.6897744408688988,0.05453053339845185
400.0,1,0.1,0.7,0.0699999999999999,0.10403698271461073,0.6996265313881271,0.07278703335270964
400.0,1,0.125,0.7,0.0875,0.13087653055799434,0.6948621688426252,0.09094114987412606
400.0,1,0.15,0.7,0.105,0.16205509596248988,0.7084744897650045,0.11481190142584385
400.0,1,0.175,0.7,0.1224999999999999,0.1835657075461418,0.703847190450742,0.12920220751945447
400.0,1,0.2,0.7,0.1399999999999999,0.19999999999999998,0.7049889447615801,0.14099778895231602
400.0,1,0.175,0.8,0.1399999999999999,0.17795410837774367,0.7960463513726738,0.1416597186858802
400.0,1,0.2,0.8,0.16,0.19999999999999998,0.8047046194237363,0.16094092388474723
400.0,2,0.0,0.0,0.0,0.0010001965988144922,0.0010036741263712982,1.0038714475146794e-06
400.0,2,0.025,0.1,0.0025,0.1999999997713567,0.07067486059253392,0.01413497210234745
400.0,2,0.025,0.2,0.005,0.19966683164602955,0.08722746671477893,0.017416431911449412
400.0,2,0.05,0.2,0.01,0.12330613273505867,0.1638698790004613,0.020206161051308884
400.0,2,0.025,0.3,0.0075,0.023939379617130326,0.3185955062039498,0.007626978767328154
400.0,2,0.05,0.3,0.015,0.0626775349601487,0.27875254885648737,0.017471522626183046
400.0,2,0.075,0.3,0.0225,0.1113420543031318,0.29084309730373076,0.032383067933683035
400.0,2,0.1,0.3,0.03,0.1268479178466447,0.29197615456188536,0.03703656726704527
400.0,2,0.025,0.4,0.01,0.02722771185410317,0.38689938238979504,0.010534384900239818
400.0,2,0.05,0.4,0.02,0.056174330600055944,0.38852240053661974,0.02182498577327143
400.0,2,0.075,0.4,0.03,0.09147403895661176,0.3883031857257995,0.035519660738058234
400.0,2,0.1,0.4,0.04,0.11984925650422858,0.3929145242574286,0.047090513601965506
400.0,2,0.025,0.5,0.0125,0.022115974876002566,0.5359009145625727,0.011851971162492656
400.0,2,0.05,0.5,0.025,0.04724051480441036,0.5023225738916614,0.023729976988518545
400.0,2,0.075,0.5,0.0375,0.08006614461424305,0.488054294577484,0.03907662572924321
400.0,2,0.1,0.5,0.05,0.11961912274675898,0.500643897306722,0.059886583804348574
400.0,2,0.125,0.5,0.0625,0.14420602807512367,0.4976641019410041,0.07176616345648565
400.0,2,0.15,0.5,0.075,0.15347325252922406,0.5159401495695806,0.07918301286485786
400.0,2,0.175,0.5,0.0875,0.19088909489023775,0.5062972632497879,0.09664662632715644
400.0,2,0.2,0.5,0.1,0.19999999999999402,0.5270030219720303,0.10540060439440291
400.0,2,0.025,0.6,0.015,0.025397732872322124,0.6193228702498104,0.0157293968203245
400.0,2,0.05,0.6,0.03,0.04934678213267326,0.6084037169040827,0.03002276566677439
400.0,2,0.075,0.6,0.045,0.0831717902215192,0.594740755145706,0.049465653323166575
400.0,2,0.1,0.6,0.06,0.10069993858840043,0.6082052971812556,0.06124623607529227
400.0,2,0.125,0.6,0.075,0.13440136870199756,0.6049696196041668,0.08130874489792685
400.0,2,0.15,0.6,0.09,0.162147938762134,0.5981971916217094,0.09699644159475745
400.0,2,0.175,0.6,0.105,0.18247807463136922,0.6068709872263663,0.1107406492987056
400.0,2,0.2,0.6,0.12,0.19999999999995438,0.6137025133208462,0.12274050266414126
400.0,2,0.025,0.7,0.0174999999999999,0.025290336398929393,0.6821961881209522,0.0172529710876462
400.0,2,0.05,0.7,0.0349999999999999,0.055258872085779856,0.6901878963616567,0.03813900468020227
400.0,2,0.075,0.7,0.0525,0.07275501495308395,0.6929911283542967,0.05041857990577137
400.0,2,0.1,0.7,0.0699999999999999,0.1079929455347939,0.6973356631955145,0.07530733229494259
400.0,2,0.125,0.7,0.0875,0.1313206592629563,0.7040650921354729,0.09245829206326436
400.0,2,0.15,0.7,0.105,0.1630570542721563,0.7018318182412552,0.11443862887689049
400.0,2,0.175,0.7,0.1224999999999999,0.1770253949510371,0.7093021031638305,0.12556448495217837
400.0,2,0.2,0.7,0.1399999999999999,0.19999999999947637,0.7124018278066374,0.14248036556095445
400.0,2,0.175,0.8,0.1399999999999999,0.18290932063226986,0.8049237933594133,0.14722806420411985
400.0,2,0.2,0.8,0.16,0.19999999999999626,0.8062672719551691,0.1612534543910308
400.0,3,0.0,0.0,0.0,0.0010000522217569793,0.0010044772512797478,1.0045297068466554e-06
400.0,3,0.025,0.1,0.0025,0.010172125471195956,0.17718377267218038,0.0018023355670812801
400.0,3,0.025,0.2,0.005,0.051684262519764976,0.13186995268890028,0.00681560125324211
400.0,3,0.05,0.2,0.01,0.026712360342244064,0.21146094070886076,0.005648620846524996
400.0,3,0.025,0.3,0.0075,0.019706833168054178,0.26555254535496325,0.005233199708662401
400.0,3,0.05,0.3,0.015,0.04639395458031581,0.3171794044079099,0.014715206881912194
400.0,3,0.075,0.3,0.0225,0.0778848157080633,0.2768875862159076,0.02156533862427645
400.0,3,0.1,0.3,0.03,0.12466324324346603,0.2895317942689269,0.0360939724956644
400.0,3,0.025,0.4,0.01,0.025398748925362123,0.381774956939635,0.009696606277300724
400.0,3,0.05,0.4,0.02,0.04657601365182767,0.39972953456507426,0.018617808258941618
400.0,3,0.075,0.4,0.03,0.0854623980029852,0.3677281075175086,0.03142692588154586
400.0,3,0.1,0.4,0.04,0.12009774757291343,0.4025660239425028,0.048347272724878126
400.0,3,0.025,0.5,0.0125,0.028114624772969252,0.5003629498493305,0.014067516585309959
400.0,3,0.05,0.5,0.025,0.05128540078256044,0.4988043672138471,0.0255813818846536
400.0,3,0.075,0.5,0.0375,0.08091343149435948,0.4906364043062343,0.03969907508847135
400.0,3,0.1,0.5,0.05,0.10506640633039215,0.4853301149752,0.0509918910643603
400.0,3,0.125,0.5,0.0625,0.13235751345933336,0.5012932389258397,0.06634992661819963
400.0,3,0.15,0.5,0.075,0.1600907511619499,0.5008985226996521,0.08018922075489832
400.0,3,0.175,0.5,0.0875,0.18694293050746458,0.5276751538933423,0.09864513962479876
400.0,3,0.2,0.5,0.1,0.19999999999999998,0.5081996662864975,0.10163993325729949
400.0,3,0.025,0.6,0.015,0.02425463247478134,0.5779199941491334,0.014017237057915013
400.0,3,0.05,0.6,0.03,0.051622464362447044,0.5871870456972333,0.030312042340595993
400.0,3,0.075,0.6,0.045,0.07840889082101261,0.6099698954586189,0.04782706293711933
400.0,3,0.1,0.6,0.06,0.10750229449195571,0.6034128686224717,0.06486826790288873
400.0,3,0.125,0.6,0.075,0.13351083974525726,0.6056675921223054,0.08086318883073695
400.0,3,0.15,0.6,0.09,0.15881607707584294,0.6038826989853227,0.09590628126682106
400.0,3,0.175,0.6,0.105,0.1855311688143621,0.6103997430621693,0.11324817777431058
400.0,3,0.2,0.6,0.12,0.199999999999978,0.6172061871503378,0.12344123743005399
400.0,3,0.025,0.7,0.0174999999999999,0.023699358068348147,0.6967665217278425,0.016512919288465617
400.0,3,0.05,0.7,0.0349999999999999,0.04916067586852332,0.6914422445653369,0.033991768066880756
400.0,3,0.075,0.7,0.0525,0.07815560979794199,0.6884115498605138,0.053803224471294805
400.0,3,0.1,0.7,0.0699999999999999,0.10733502964916149,0.6924972790231051,0.07432921597590864
400.0,3,0.125,0.7,0.0875,0.13686533046407262,0.6900958908833074,0.09445020215764247
400.0,3,0.15,0.7,0.105,0.16097687111810097,0.6987234845442233,0.11247832031866585
400.0,3,0.175,0.7,0.1224999999999999,0.19148902387772923,0.7030104286989459,0.13461878076742512
400.0,3,0.2,0.7,0.1399999999999999,0.19999999999999638,0.7088450700111579,0.14176901400222902
400.0,3,0.175,0.8,0.1399999999999999,0.18846252878245945,0.8009750365281032,0.15095378087570915
400.0,3,0.2,0.8,0.16,0.19682915619075858,0.8023040447040725,0.15791682812753524
400.0,4,0.0,0.0,0.0,0.0010001196197440138,0.0010033810456935024,1.0035010698773366e-06
400.0,4,0.025,0.1,0.0025,0.19999564476384257,0.0631838822349423,0.012636501266259984
400.0,4,0.025,0.2,0.005,0.013392233851099783,0.20516819185425209,0.0027476604041194496
400.0,4,0.05,0.2,0.01,0.15351816489702472,0.14630691085665734,0.022460768466466618
400.0,4,0.025,0.3,0.0075,0.02066207583710025,0.3155942137336069,0.006520831577913811
400.0,4,0.05,0.3,0.015,0.05192779748100376,0.314127016522947,0.016311924097315515
400.0,4,0.075,0.3,0.0225,0.11831390974105191,0.27739364594561,0.03281952678915021
400.0,4,0.1,0.3,0.03,0.1370386402577832,0.26263547799923853,0.035991208788468586
400.0,4,0.025,0.4,0.01,0.02302498332180802,0.4109013368860729,0.009460996428710447
400.0,4,0.05,0.4,0.02,0.04590069169210823,0.39850798258562387,0.018291792045506756
400.0,4,0.075,0.4,0.03,0.07030600081208485,0.4101797478275085,0.02883809768386157
400.0,4,0.1,0.4,0.04,0.11049430071983322,0.39677987829595623,0.043841915192012214
400.0,4,0.025,0.5,0.0125,0.028557433352886314,0.4828446480619028,0.013788803856825637
400.0,4,0.05,0.5,0.025,0.05538886686122059,0.47622206164294967,0.026377400368717323
400.0,4,0.075,0.5,0.0375,0.07904439769933558,0.5118884355412137,0.0404619130766104
400.0,4,0.1,0.5,0.05,0.11094899433871416,0.5102929736075891,0.056616492239874014
400.0,4,0.125,0.5,0.0625,0.13839745033217737,0.4880774658991703,0.06754867684503542
400.0,4,0.15,0.5,0.075,0.1607630762014683,0.5039617356697155,0.08101843891409469
400.0,4,0.175,0.5,0.0875,0.17708654991418762,0.5153033136062569,0.0912532859658807
400.0,4,0.2,0.5,0.1,0.1999999999999922,0.49965218074442097,0.09993043614888031
400.0,4,0.025,0.6,0.015,0.02376083533770762,0.600408927743261,0.014266217667397219
400.0,4,0.05,0.6,0.03,0.049448914595315314,0.6182576021940606,0.03057216736879853
400.0,4,0.075,0.6,0.045,0.07348196447766082,0.611381688953359,0.044925527549963006
400.0,4,0.1,0.6,0.06,0.10308437005216219,0.5981982114078791,0.061664885789311355
400.0,4,0.125,0.6,0.075,0.14296094217651653,0.58625680655993,0.08381182542320338
400.0,4,0.15,0.6,0.09,0.16131794614148473,0.6178714824699597,0.09967375853144829
400.0,4,0.175,0.6,0.105,0.18891652692113162,0.5922528286770462,0.11188634745288355
400.0,4,0.2,0.6,0.12,0.19999999999999996,0.621773383974115,0.12435467679482297
400.0,4,0.025,0.7,0.0174999999999999,0.026036814592758566,0.704655367510871,0.018346981155672695
400.0,4,0.05,0.7,0.0349999999999999,0.051526659358427554,0.6915778483537316,0.035634696211956994
400.0,4,0.075,0.7,0.0525,0.07515738558927001,0.7010727150876184,0.052690792373956574
400.0,4,0.1,0.7,0.0699999999999999,0.10967374566560344,0.683136049947432,0.07492208939693963
400.0,4,0.125,0.7,0.0875,0.13178256250426043,0.7120295583935916,0.09383307978388444
400.0,4,0.15,0.7,0.105,0.1594890554259604,0.7020181938168706,0.11196421862369148
400.0,4,0.175,0.7,0.1224999999999999,0.1890985701191417,0.7048101753587196,0.1332785963657554
400.0,4,0.2,0.7,0.1399999999999999,0.19999999999999607,0.7047341393928142,0.14094682787856005
400.0,4,0.175,0.8,0.1399999999999999,0.18420599666381984,0.799213536568876,0.14721992605088602
400.0,4,0.2,0.8,0.16,0.19999999984156705,0.800178218877243,0.160035643648674
400.0,5,0.0,0.0,0.0,0.001589525863972208,0.1468494378390617,0.00023342097955496763
400.0,5,0.025,0.1,0.0025,0.1472205167721279,0.06286660184516998,0.009255253611353535
400.0,5,0.025,0.2,0.005,0.012195489137906705,0.28364257591073827,0.0034591599535672866
400.0,5,0.05,0.2,0.01,0.15301421607430732,0.12481976721048729,0.01909919883029024
400.0,5,0.025,0.3,0.0075,0.0203229144013917,0.29199473302174106,0.005934183964858066
400.0,5,0.05,0.3,0.015,0.039653492424288894,0.2840091879222672,0.011261956181704063
400.0,5,0.075,0.3,0.0225,0.06858090408383137,0.3108762932246852,0.02132017724757917
400.0,5,0.1,0.3,0.03,0.099261680379358,0.29917819130686896,0.029696930001976846
400.0,5,0.025,0.4,0.01,0.02309837074867484,0.42655541216104975,0.009852735054949732
400.0,5,0.05,0.4,0.02,0.05162435144960035,0.40661112521524945,0.02099103563142949
400.0,5,0.075,0.4,0.03,0.10657110059512966,0.37453446594366874,0.03991455024642588
400.0,5,0.1,0.4,0.04,0.11486984699169894,0.37804463965731655,0.043425929913467914
400.0,5,0.025,0.5,0.0125,0.024929920457632992,0.5414259481701746,0.013497705821580977
400.0,5,0.05,0.5,0.025,0.04947127075044565,0.5003120934995695,0.02475107503723948
400.0,5,0.075,0.5,0.0375,0.08318188071539263,0.5090026037067723,0.042339793865361006
400.0,5,0.1,0.5,0.05,0.1058120469121188,0.4917720222529052,0.05203540428869194
400.0,5,0.125,0.5,0.0625,0.13997607764885847,0.49872968206375995,0.06981022470234736
400.0,5,0.15,0.5,0.075,0.1515405797340167,0.5152688336723842,0.07808413777358372
400.0,5,0.175,0.5,0.0875,0.182070125660855,0.49825545787147973,0.09071743382586717
400.0,5,0.2,0.5,0.1,0.1999999999713248,0.5173324598203903,0.10346649194924346
400.0,5,0.025,0.6,0.015,0.025852325455581176,0.6054997787067024,0.01565357734240805
400.0,5,0.05,0.6,0.03,0.05659273551232746,0.5777584327858061,0.032696930176663946
400.0,5,0.075,0.6,0.045,0.07512568411059904,0.5997043335184167,0.045053198319661904
400.0,5,0.1,0.6,0.06,0.10869170667125862,0.5877968254884773,0.06388864013829057
400.0,5,0.125,0.6,0.075,0.14653031724368606,0.5906963391916022,0.08655492197642947
400.0,5,0.15,0.6,0.09,0.16170998439131834,0.6065212836816111,0.0980805473171557
400.0,5,0.175,0.6,0.105,0.19307093138988055,0.6019181042631029,0.1162128890105085
400.0,5,0.2,0.6,0.12,0.19999999999999998,0.603054293254802,0.12061085865096038
400.0,5,0.025,0.7,0.0174999999999999,0.02440453577695674,0.7091643254339312,0.017306826151793766
400.0,5,0.05,0.7,0.0349999999999999,0.050111414951643396,0.7011227699322944,0.03513425405612281
400.0,5,0.075,0.7,0.0525,0.07982268534601081,0.6904730389322009,0.05511541212658894
400.0,5,0.1,0.7,0.0699999999999999,0.1070690941283367,0.7054775442003074,0.07553484158541053
400.0,5,0.125,0.7,0.0875,0.13649212649125256,0.7034306112086385,0.09601273996290859
400.0,5,0.15,0.7,0.105,0.15998406653813707,0.7015631140140636,0.1122389199131286
400.0,5,0.175,0.7,0.1224999999999999,0.18976821299469862,0.6986553041438003,0.13258256856663664
400.0,5,0.2,0.7,0.1399999999999999,0.1991301212051418,0.702580231062718,0.13990488656785557
400.0,5,0.175,0.8,0.1399999999999999,0.18832658860056034,0.7885350961386757,0.14850212464761167
400.0,5,0.2,0.8,0.16,0.19706471789338695,0.8046579628150771,0.1585696944428206
400.0,6,0.0,0.0,0.0,0.0011761172428095402,0.0010049562549841473,1.1819463797561565e-06
400.0,6,0.025,0.1,0.0025,0.007769169840174898,0.19786946488201834,0.001537281478852923
400.0,6,0.025,0.2,0.005,0.01167865372944907,0.26000193339642724,0.0030364725491241534
400.0,6,0.05,0.2,0.01,0.06328582877971708,0.15967810843162308,0.010105361430072797
400.0,6,0.025,0.3,0.0075,0.018778326448970355,0.2815619802424292,0.005287262780610876
400.0,6,0.05,0.3,0.015,0.06437579040259245,0.28021686404315366,0.018039182106913805
400.0,6,0.075,0.3,0.0225,0.10048307467887654,0.2872095427340929,0.02885969793103584
400.0,6,0.1,0.3,0.03,0.1511321612903725,0.2543736838107662,0.03844404460971493
400.0,6,0.025,0.4,0.01,0.02821954654159241,0.36580619765235733,0.01032288501985365
400.0,6,0.05,0.4,0.02,0.047620191013782176,0.3834605656046523,0.018260465380346494
400.0,6,0.075,0.4,0.03,0.08609746996317102,0.39403777938945567,0.03392565587533827
400.0,6,0.1,0.4,0.04,0.10681004384343902,0.3869339511341653,0.04132843228515529
400.0,6,0.025,0.5,0.0125,0.02256759215457242,0.48772039842109954,0.01100667503703294
400.0,6,0.05,0.5,0.025,0.05282858842650514,0.5025120635708883,0.026547002985740243
400.0,6,0.075,0.5,0.0375,0.0751885316510114,0.4931343606024063,0.03707804848035529
400.0,6,0.1,0.5,0.05,0.10312014797696686,0.5090990314143968,0.052498367454383105
400.0,6,0.125,0.5,0.0625,0.13745676383638877,0.5122482950812499,0.07041199292257616
400.0,6,0.15,0.5,0.075,0.16024497752144612,0.5246061968506034,0.08406550822193627
400.0,6,0.175,0.5,0.0875,0.18916479756351542,0.48551030180102017,0.09184145795519126
400.0,6,0.2,0.5,0.1,0.1999999999896676,0.5105710058314396,0.1021142011610125
400.0,6,0.025,0.6,0.015,0.02255437430532777,0.623410207115849,0.014060627157052768
