snr,realization,L_true,epsilon_true,MEWT_true,L_retrieved,epsilon_retrieved,MEWT_retrieved
100.0,3,0.05,0.2,0.01,0.0010000003447776249,0.9999999999978426,0.0010000003447754675
100.0,3,0.025,0.3,0.0075,0.0019985677929249086,0.9628235102216531,0.0019242680577999025
100.0,3,0.05,0.3,0.015,0.028267592569919765,0.37610177560843266,0.010631491757722562
100.0,3,0.075,0.3,0.0225,0.055269363981002996,0.3278354191078315,0.018119255104535402
100.0,3,0.1,0.3,0.03,0.0010000000000000002,0.6487697840364238,0.000648769784036424
100.0,3,0.025,0.4,0.01,0.01432171817538474,0.30552276556153435,0.004375610944536437
100.0,3,0.05,0.4,0.02,0.015796651720246573,0.45378012369387993,0.007168206571562631
100.0,3,0.075,0.4,0.03,0.0010000000000000002,0.9999999943027227,0.000999999994302723
100.0,3,0.1,0.4,0.04,0.1330708086341101,0.46126609383852246,0.0613810521025895
100.0,3,0.025,0.5,0.0125,0.015026247163561456,0.548986135261169,0.008249201357802707
100.0,3,0.05,0.5,0.025,0.03764340950232182,0.516464883747623,0.019441499112480807
100.0,3,0.075,0.5,0.0375,0.07876154499923001,0.4734271107390651,0.03728785068633032
100.0,3,0.1,0.5,0.05,0.09657233346672368,0.5057987274429149,0.04884616337366166
100.0,3,0.125,0.5,0.0625,0.17776264787094279,0.4586304694165748,0.08152736663778379
100.0,3,0.15,0.5,0.075,0.18479297617954663,0.4956103920808165,0.09158531937812608
100.0,3,0.175,0.5,0.0875,0.17307792655211496,0.5514284313639077,0.09544008954235039
100.0,3,0.2,0.5,0.1,0.19999999999988038,0.49997068910130077,0.09999413782020035
100.0,3,0.025,0.6,0.015,0.02412317450165445,0.6688633752377836,0.016135107918626636
100.0,3,0.05,0.6,0.03,0.05608352177036852,0.6360905537224452,0.03567419841761852
100.0,3,0.075,0.6,0.045,0.060174268070165265,0.591127860226056,0.035570686324985876
100.0,3,0.1,0.6,0.06,0.11668606614573976,0.6152180927663431,0.07178737906658937
100.0,3,0.125,0.6,0.075,0.12589753741451676,0.6683809398974501,0.0841475143878891
100.0,3,0.15,0.6,0.09,0.13952895538559107,0.6268555402846818,0.08746449871359195
100.0,3,0.175,0.6,0.105,0.17599234015638993,0.6263515771653724,0.11023307982597953
100.0,3,0.2,0.6,0.12,0.19809081790587646,0.657153134162062,0.13017600183557304
100.0,3,0.025,0.7,0.0174999999999999,0.03518441119174755,0.6734147457214857,0.02369370131605087
100.0,3,0.05,0.7,0.0349999999999999,0.04664612059737498,0.7478928497905812,0.03488630006524591
100.0,3,0.075,0.7,0.0525,0.08149786907040855,0.7108578134764919,0.057933397010384045
100.0,3,0.1,0.7,0.0699999999999999,0.12897115007693355,0.6677227106368608,0.08611696592332345
100.0,3,0.125,0.7,0.0875,0.13128079370849668,0.7373509408291179,0.09680001675375337
100.0,3,0.15,0.7,0.105,0.16559675995332124,0.7415845017771361,0.12280399072589174
100.0,3,0.175,0.7,0.1224999999999999,0.1810252348836773,0.7307667272483633,0.13228721844531113
100.0,3,0.2,0.7,0.1399999999999999,0.18686287109081562,0.746320133726981,0.13945952294110514
100.0,3,0.175,0.8,0.1399999999999999,0.14934728444005332,0.8397470599825816,0.12541394302491712
100.0,3,0.2,0.8,0.16,0.1999999999999772,0.8102708738077756,0.16205417476153663
100.0,4,0.0,0.0,0.0,0.016484139780739513,0.26753987352495323,0.0044101646721066996
100.0,4,0.025,0.1,0.0025,0.0010000000000000005,0.9999999998006176,0.000999999999800618
100.0,4,0.025,0.2,0.005,0.0010000000000668138,0.9999999994798201,0.000999999999546634
100.0,4,0.05,0.2,0.01,0.0010000000000000002,0.9999999999999999,0.001
100.0,4,0.025,0.3,0.0075,0.025808722545670883,0.42402066904544644,0.010943431801023666
100.0,4,0.05,0.3,0.015,0.16505274490758148,0.16460988093964196,0.027169312687998083
100.0,4,0.075,0.3,0.0225,0.151791839103869,0.2692290528931844,0.04086677307884928
100.0,4,0.1,0.3,0.03,0.0010000000000000002,0.7722682714267016,0.0007722682714267019
100.0,4,0.025,0.4,0.01,0.002484886937424816,0.999999999998323,0.002484886937420649
100.0,4,0.05,0.4,0.02,0.044865537655074436,0.5465452084376186,0.02452104462935848
100.0,4,0.075,0.4,0.03,0.13094714641198152,0.41735281115097334,0.05465115966723858
100.0,4,0.1,0.4,0.04,0.11313285678782499,0.3702985972205027,0.04189293816807962
100.0,4,0.025,0.5,0.0125,0.029694586253365848,0.48349272402126847,0.014357116396324367
100.0,4,0.05,0.5,0.025,0.048081427358581265,0.5867430092034188,0.02821144137516956
100.0,4,0.075,0.5,0.0375,0.06691173703825688,0.5803720312943612,0.03883370074232729
100.0,4,0.1,0.5,0.05,0.16608052432262466,0.5072296189507827,0.08424096106731109
100.0,4,0.125,0.5,0.0625,0.14384612073553937,0.5572171467567875,0.0801535249682896
100.0,4,0.15,0.5,0.075,0.16231018511752884,0.48701621204297973,0.07904769153193372
100.0,4,0.175,0.5,0.0875,0.1999999999999995,0.49360073768357143,0.09872014753671404
100.0,4,0.2,0.5,0.1,0.1436504140574414,0.5104027118756981,0.07331956089698499
100.0,4,0.025,0.6,0.015,0.03457850668035979,0.6590385162211866,0.022788567735768706
100.0,4,0.05,0.6,0.03,0.04823303171158681,0.6733883598894388,0.032479562116760737
100.0,4,0.075,0.6,0.045,0.06293518034459551,0.6568557887081802,0.04133933752274084
100.0,4,0.1,0.6,0.06,0.09202958565413553,0.6611223932056629,0.06084281991338763
100.0,4,0.125,0.6,0.075,0.12172986406668183,0.6406482999961599,0.07798603047308335
100.0,4,0.15,0.6,0.09,0.14285869222491457,0.5766762530733455,0.082383215351222
100.0,4,0.175,0.6,0.105,0.19999999999904045,0.5735464982094836,0.11470929964134637
100.0,4,0.2,0.6,0.12,0.1999999999999948,0.6112975488280155,0.1222595097655999
100.0,4,0.025,0.7,0.0174999999999999,0.02497782780543675,0.7639675709529372,0.019082250436200248
100.0,4,0.05,0.7,0.0349999999999999,0.04366681847516352,0.7227395681246697,0.03155973752611803
100.0,4,0.075,0.7,0.0525,0.11173060224337447,0.6597952196691502,0.07371931725093371
100.0,4,0.1,0.7,0.0699999999999999,0.1042019547346321,0.6971034679738918,0.07263954401517053
100.0,4,0.125,0.7,0.0875,0.13564112607900652,0.7104346948260672,0.09636416201180312
100.0,4,0.15,0.7,0.105,0.16462928652894704,0.7390207229557725,0.12166445435031546
100.0,4,0.175,0.7,0.1224999999999999,0.19999999999999998,0.7074325063809066,0.14148650127618131
100.0,4,0.2,0.7,0.1399999999999999,0.19999999999999998,0.7174069100830877,0.14348138201661753
100.0,4,0.175,0.8,0.1399999999999999,0.16122766314480017,0.8077671226639982,0.13023440555231558
100.0,4,0.2,0.8,0.16,0.19999999999999998,0.8098980290966273,0.16197960581932547
100.0,5,0.0,0.0,0.0,0.0010000000000002511,0.5242024005828433,0.000524202400582975
100.0,5,0.025,0.1,0.0025,0.001000007808233954,0.0010037053303499567,1.0037131675159968e-06
100.0,5,0.025,0.2,0.005,0.001055515320997243,0.9999999999999651,0.0010555153209972062
100.0,5,0.05,0.2,0.01,0.018915750416580723,0.18279374397213152,0.003457680838689197
100.0,5,0.025,0.3,0.0075,0.012161033303852691,0.4253637605395431,0.005172862858173405
100.0,5,0.05,0.3,0.015,0.0010000000000000002,0.9615061429112939,0.0009615061429112941
100.0,5,0.075,0.3,0.0225,0.06937237540216741,0.3598461125262443,0.024963379605181198
100.0,5,0.1,0.3,0.03,0.12045852829244147,0.34821444858052836,0.04194540000617448
100.0,5,0.025,0.4,0.01,0.19999999999994797,0.2510635129996798,0.0502127025999229
100.0,5,0.05,0.4,0.02,0.03547103788492712,0.582148223441954,0.02064940168835257
100.0,5,0.075,0.4,0.03,0.07641666351351166,0.3714408509805024,0.02838427052454948
100.0,5,0.1,0.4,0.04,0.15386206496893076,0.44235642705914824,0.06806187331959875
100.0,5,0.025,0.5,0.0125,0.02526940368864449,0.40027983443774723,0.010114832724831217
100.0,5,0.05,0.5,0.025,0.04981947664213028,0.4738156175977941,0.023605246093589837
100.0,5,0.075,0.5,0.0375,0.0677410327035047,0.5519774115862149,0.037391519889857665
100.0,5,0.1,0.5,0.05,0.07625671701577044,0.45749667758040724,0.034887194677904285
100.0,5,0.125,0.5,0.0625,0.1011433483160583,0.5583967133721557,0.05647811327914211
100.0,5,0.15,0.5,0.075,0.18204696060678116,0.4665256049322347,0.08492956842315329
100.0,5,0.175,0.5,0.0875,0.1962112467734945,0.42330261476681685,0.08305673380587737
100.0,5,0.2,0.5,0.1,0.19999999999968712,0.5839294331518335,0.11678588663018401
100.0,5,0.025,0.6,0.015,0.02659257845689601,0.6153544047533829,0.016363860287200875
100.0,5,0.05,0.6,0.03,0.040766844764761674,0.6411583650037173,0.026138003535734946
100.0,5,0.075,0.6,0.045,0.08478197800925896,0.6046810210092913,0.05126605302582599
100.0,5,0.1,0.6,0.06,0.10114044855919382,0.6332970503852551,0.06405194774717907
100.0,5,0.125,0.6,0.075,0.10299984650873778,0.6333106738791172,0.06523090220189436
100.0,5,0.15,0.6,0.09,0.12332758002965204,0.5752147394992012,0.07093984181982319
100.0,5,0.175,0.6,0.105,0.1734157571593685,0.6479832075610696,0.11237049856575912
100.0,5,0.2,0.6,0.12,0.19070546814900802,0.5935659638104591,0.11319627500579076
100.0,5,0.025,0.7,0.0174999999999999,0.016778814996704486,0.7868377922304692,0.013202205748250446
100.0,5,0.05,0.7,0.0349999999999999,0.05472630229599631,0.7534735705380505,0.04123482239330905
100.0,5,0.075,0.7,0.0525,0.06911046096755755,0.7515565652422387,0.05194042066708535
100.0,5,0.1,0.7,0.0699999999999999,0.1099386712764647,0.7437581394813284,0.08176778160563275
100.0,5,0.125,0.7,0.0875,0.13219957371384497,0.7260040286965234,0.09597742310821446
100.0,5,0.15,0.7,0.105,0.16940196957313072,0.7820354075109801,0.13247833830828593
100.0,5,0.175,0.7,0.1224999999999999,0.1800362910326556,0.7333547815932878,0.13203047488911873
100.0,5,0.2,0.7,0.1399999999999999,0.19999999999999998,0.7327375992937437,0.14654751985874873
100.0,5,0.175,0.8,0.1399999999999999,0.19183309405411833,0.8237593600467671,0.1580243067938118
100.0,5,0.2,0.8,0.16,0.19999999999999998,0.8047950906916075,0.16095901813832147
100.0,6,0.0,0.0,0.0,0.0010000000024025775,0.0010000007720149362,1.0000007744175155e-06
100.0,6,0.025,0.1,0.0025,0.0010000000000000002,0.9999999946300505,0.0009999999946300507
100.0,6,0.025,0.2,0.005,0.01304057010776742,0.015031330244530109,0.00019601711586679968
100.0,6,0.05,0.2,0.01,0.06440049300036406,0.22215117433972634,0.014306645148088201
100.0,6,0.025,0.3,0.0075,0.013348030765812181,0.5071735710183596,0.006769768429559893
100.0,6,0.05,0.3,0.015,0.040831312958059994,0.33043734210683257,0.013492190528593616
100.0,6,0.075,0.3,0.0225,0.0010000000540985295,0.9999999999156682,0.0010000000540141976
100.0,6,0.1,0.3,0.03,0.18285814195137737,0.23026853109491213,0.0421064757458886
100.0,6,0.025,0.4,0.01,0.04694276281176918,0.31743686471533933,0.014901363448043835
100.0,6,0.05,0.4,0.02,0.07038375312760743,0.4271558066573097,0.030064828842792095
100.0,6,0.075,0.4,0.03,0.08267111355585337,0.2988783930307296,0.024708609569634422
100.0,6,0.1,0.4,0.04,0.18719758598539016,0.3238307986459551,0.060620343774243746
100.0,6,0.025,0.5,0.0125,0.026463988762453313,0.5808614289843091,0.01537191032918333
100.0,6,0.05,0.5,0.025,0.08658105168265258,0.3860163389905151,0.03342170059648612
100.0,6,0.075,0.5,0.0375,0.14013200544481233,0.44704883860321337,0.06264585028524253
100.0,6,0.1,0.5,0.05,0.08338555716224448,0.5627768244610346,0.04692745906568203
100.0,6,0.125,0.5,0.0625,0.12790242859285114,0.51874445563769,0.06634867569513708
100.0,6,0.15,0.5,0.075,0.17761362253010532,0.4840854898697716,0.08598017747003074
100.0,6,0.175,0.5,0.0875,0.18453627731293284,0.529402511963117,0.09769396875778902
100.0,6,0.2,0.5,0.1,0.14677566355126612,0.5148775400835681,0.07557149259340933
100.0,6,0.025,0.6,0.015,0.027872624373460747,0.6970412836879839,0.019428369873030066
100.0,6,0.05,0.6,0.03,0.11042616004228054,0.4847694517701059,0.05353122906477431
100.0,6,0.075,0.6,0.045,0.07484490531590927,0.67980387883095,0.050879856944490306
100.0,6,0.1,0.6,0.06,0.11572378046668338,0.6167420119312883,0.07137171719331703
100.0,6,0.125,0.6,0.075,0.13914343451560976,0.5971655428473054,0.0830916646061526
100.0,6,0.15,0.6,0.09,0.15950953092672107,0.6189659580326702,0.09873096962539975
100.0,6,0.175,0.6,0.105,0.19214671952501977,0.5576627160146277,0.10715306148362341
100.0,6,0.2,0.6,0.12,0.15707647580493894,0.6567229830863178,0.10315573176330532
100.0,6,0.025,0.7,0.0174999999999999,0.03293974498625148,0.7167580738119657,0.023609828168202965
100.0,6,0.05,0.7,0.0349999999999999,0.04186925634530186,0.7470789955197217,0.031279641973605846
100.0,6,0.075,0.7,0.0525,0.0764436527180735,0.6740617378597134,0.05152774139948903
100.0,6,0.1,0.7,0.0699999999999999,0.14994371653129637,0.6382818169604811,0.09570634782940318
100.0,6,0.125,0.7,0.0875,0.16256841038247194,0.7484613403753821,0.12167617033756013
100.0,6,0.15,0.7,0.105,0.18527925731203232,0.7008888919560423,0.1298601733598688
100.0,6,0.175,0.7,0.1224999999999999,0.14852949781289765,0.7102876257491298,0.10549866435523364
100.0,6,0.2,0.7,0.1399999999999999,0.1987787382122217,0.7330243961463125,0.14570966454473974
100.0,6,0.175,0.8,0.1399999999999999,0.1992982384276158,0.8131246736700369,0.1620543150844683
100.0,6,0.2,0.8,0.16,0.1877979282142317,0.7979675351992055,0.14985664989262779
100.0,7,0.0,0.0,0.0,0.001000000000157621,0.999999999978917,0.001000000000136538
100.0,7,0.025,0.1,0.0025,0.0010000000000123241,0.592569564235901,0.000592569564243204
100.0,7,0.025,0.2,0.005,0.006909922655932687,0.4943937205651284,0.003416222370683835
100.0,7,0.05,0.2,0.01,0.1799361018786056,0.1845123503711115,0.03320043307423729
100.0,7,0.025,0.3,0.0075,0.010888701700909607,0.40953498430470725,0.0044593042801806555
100.0,7,0.05,0.3,0.015,0.055052343965971993,0.40472804425802933,0.02228122750516817
100.0,7,0.075,0.3,0.0225,0.06923941055584958,0.37693807914971766,0.026098970416380624
100.0,7,0.1,0.3,0.03,0.09265229740985566,0.29597551884736534,0.02742281179828243
100.0,7,0.025,0.4,0.01,0.024664362870218615,0.39480144855872545,0.009737526188940353
100.0,7,0.05,0.4,0.02,0.05281412091454045,0.4480178538563097,0.023661669105440052
100.0,7,0.075,0.4,0.03,0.1579623159752637,0.39930233933227915,0.06307472229526745
100.0,7,0.1,0.4,0.04,0.11542475557482797,0.4104111522786415,0.0473716069369457
100.0,7,0.025,0.5,0.0125,0.036069021757475346,0.6169882532402539,0.022254162730229426
100.0,7,0.05,0.5,0.025,0.058569822358278525,0.5039239427656167,0.029514735809865484
100.0,7,0.075,0.5,0.0375,0.08624848248797704,0.47152807104900285,0.04066858057845951
100.0,7,0.1,0.5,0.05,0.1453733834066144,0.4483423462621421,0.06517704380058746
100.0,7,0.125,0.5,0.0625,0.11766152533575347,0.4533497118565171,0.053341818607562125
100.0,7,0.15,0.5,0.075,0.14703277902707473,0.5189211832561724,0.07629842367017295
100.0,7,0.175,0.5,0.0875,0.19999999999988333,0.49045193405341597,0.09809038681062597
100.0,7,0.2,0.5,0.1,0.1999999999999139,0.5281142207987924,0.10562284415971303
100.0,7,0.025,0.6,0.015,0.017922854640250167,0.6565598682004464,0.01176742708037841
100.0,7,0.05,0.6,0.03,0.041065828585597444,0.6580926054139793,0.02702511812737969
100.0,7,0.075,0.6,0.045,0.07985680147010328,0.6219658432305925,0.049668202864050805
100.0,7,0.1,0.6,0.06,0.07391803226537999,0.6187128599734126,0.045734037146520246
100.0,7,0.125,0.6,0.075,0.15915579849252115,0.5911649508204846,0.09408732978862622
100.0,7,0.15,0.6,0.09,0.16528760838775736,0.5877007822594528,0.09713965674727909
100.0,7,0.175,0.6,0.105,0.16125509523786585,0.605554389948857,0.0976487308229107
100.0,7,0.2,0.6,0.12,0.19999999999999998,0.6126199496177781,0.1225239899235556
100.0,7,0.025,0.7,0.0174999999999999,0.02831645873242167,0.6360818476921526,0.018011585390617365
100.0,7,0.05,0.7,0.0349999999999999,0.047708633672082404,0.7095793760867517,0.033853062514987625
100.0,7,0.075,0.7,0.0525,0.08475684281531708,0.6662756329952159,0.056471419097451396
100.0,7,0.1,0.7,0.0699999999999999,0.10585605673244168,0.7151430869996981,0.07570222718925351
100.0,7,0.125,0.7,0.0875,0.15886789982092495,0.6865357009005516,0.10906848495415733
100.0,7,0.15,0.7,0.105,0.16661334207996392,0.6875918261168803,0.11456197213619884
100.0,7,0.175,0.7,0.1224999999999999,0.17499757780973868,0.7314332926441987,0.1279990545421365
100.0,7,0.2,0.7,0.1399999999999999,0.18852747929240804,0.7246426070403319,0.13661504409319275
100.0,7,0.175,0.8,0.1399999999999999,0.19999999999999998,0.8279707296667908,0.16559414593335814
100.0,7,0.2,0.8,0.16,0.19999999999999998,0.8106898520923492,0.16213797041846983
100.0,8,0.0,0.0,0.0,0.0010158775409724206,0.9514292293226434,0.0009665355858935722
100.0,8,0.025,0.1,0.0025,0.0010000000000000178,0.947394576715389,0.0009473945767154058
100.0,8,0.025,0.2,0.005,0.0012325776918741525,0.9999999997854896,0.0012325776916097518
100.0,8,0.05,0.2,0.01,0.19999999999996207,0.09130491339999794,0.018260982679996124
100.0,8,0.025,0.3,0.0075,0.02743087501839889,0.31444220976103393,0.00862542495646409
100.0,8,0.05,0.3,0.015,0.03197473557481011,0.20683975536246943,0.0066136464840733725
100.0,8,0.075,0.3,0.0225,0.03498194474800063,0.45861876637760157,0.016043376345817466
100.0,8,0.1,0.3,0.03,0.11849759173022222,0.416927480178115,0.049404902327256583
100.0,8,0.025,0.4,0.01,0.0010000000000000002,0.7376409208332602,0.0007376409208332604
100.0,8,0.05,0.4,0.02,0.04752660221811221,0.37928409040808103,0.018026084092483376
100.0,8,0.075,0.4,0.03,0.08354928331747613,0.38217377166615624,0.03193034472544412
100.0,8,0.1,0.4,0.04,0.09433130072643915,0.4339013197364467,0.04093047587765758
100.0,8,0.025,0.5,0.0125,0.0237823566833496,0.6064523284560814,0.014422865586790415
100.0,8,0.05,0.5,0.025,0.053643309050506904,0.43883524775021754,0.023540574817320685
100.0,8,0.075,0.5,0.0375,0.07602536651173696,0.4829891730224597,0.036719428900233234
100.0,8,0.1,0.5,0.05,0.11993786801467418,0.5621928428652647,0.06742821098636859
100.0,8,0.125,0.5,0.0625,0.14023225593934127,0.5125027501178385,0.071869416824141
100.0,8,0.15,0.5,0.075,0.1999999999999827,0.5375272622725076,0.10750545245449221
100.0,8,0.175,0.5,0.0875,0.1999999995834404,0.4734467712713974,0.09468935405706068
100.0,8,0.2,0.5,0.1,0.1999999999999987,0.5011433893643228,0.10022867787286391
100.0,8,0.025,0.6,0.015,0.028398592644495374,0.5950544303912276,0.016898708369982703
100.0,8,0.05,0.6,0.03,0.04317104156161587,0.6171150457025962,0.02664149928632526
100.0,8,0.075,0.6,0.045,0.039753755848897974,0.5775765071880683,0.022960835450813732
100.0,8,0.1,0.6,0.06,0.11598594510584344,0.6763271095987948,0.07844443900751957
100.0,8,0.125,0.6,0.075,0.12992917477651272,0.6562594088912543,0.08526724343656271
100.0,8,0.15,0.6,0.09,0.17753061379688106,0.6095159365631675,0.10820773833703995
100.0,8,0.175,0.6,0.105,0.1746888934101393,0.5967908186157839,0.10425272770132245
100.0,8,0.2,0.6,0.12,0.19827181815686912,0.6770011547547891,0.13423024984753196
100.0,8,0.025,0.7,0.0174999999999999,0.031716667527706244,0.7204357847612219,0.022849822260333812
100.0,8,0.05,0.7,0.0349999999999999,0.0544775495936839,0.7075725501756216,0.03854681869332181
100.0,8,0.075,0.7,0.0525,0.07221681359743316,0.7078212910576491,0.051116598236604735
100.0,8,0.1,0.7,0.0699999999999999,0.114970750179061,0.7046051054226828,0.0810089775504422
100.0,8,0.125,0.7,0.0875,0.12195915808956179,0.7078690034206465,0.08633110769487919
100.0,8,0.15,0.7,0.105,0.17067665773270663,0.719242205764187,0.1227578557801311
100.0,8,0.175,0.7,0.1224999999999999,0.17101349842138894,0.7573451673789049,0.1295162465859989
100.0,8,0.2,0.7,0.1399999999999999,0.18510274420333292,0.7458037877664663,0.138050327752813
100.0,8,0.175,0.8,0.1399999999999999,0.15291026648569928,0.8090459452957983,0.12371143109435499
100.0,8,0.2,0.8,0.16,0.19999999999999998,0.8045159991697814,0.1609031998339563
100.0,9,0.0,0.0,0.0,0.0028340421693413323,0.5810676620608836,0.0016467702575211226
100.0,9,0.025,0.1,0.0025,0.02441290852580858,0.13524934141511671,0.0033018298001430985
100.0,9,0.025,0.2,0.005,0.002330352751276595,0.9999999999999921,0.002330352751276577
100.0,9,0.05,0.2,0.01,0.024031431609086478,0.3830103396334725,0.009204286782474778
100.0,9,0.025,0.3,0.0075,0.1999999999999993,0.10531336080665908,0.02106267216133174
100.0,9,0.05,0.3,0.015,0.024618113647580032,0.5518227253010322,0.013584834564778147
100.0,9,0.075,0.3,0.0225,0.10525938962788195,0.3130720246113177,0.03295377022015254
100.0,9,0.1,0.3,0.03,0.08548756804193494,0.26466518771437636,0.022625583243064233
100.0,9,0.025,0.4,0.01,0.19999999994148568,0.17331388308070694,0.03466277660600004
100.0,9,0.05,0.4,0.02,0.05327537935165214,0.4031147842548471,0.02147609305343639
100.0,9,0.075,0.4,0.03,0.12045276339309521,0.3557900604053371,0.04285589596361913
100.0,9,0.1,0.4,0.04,0.0898770469989618,0.44152312376986064,0.039682794546192196
100.0,9,0.025,0.5,0.0125,0.02337757670270729,0.5616849013799095,0.013130831864761413
100.0,9,0.05,0.5,0.025,0.06933891284973158,0.49835766353783595,0.03455557860004586
100.0,9,0.075,0.5,0.0375,0.1107598457128527,0.6360553106519852,0.07044938807265447
100.0,9,0.1,0.5,0.05,0.06823237105271834,0.5830322387621211,0.03978167205091412
100.0,9,0.125,0.5,0.0625,0.1419035689046078,0.578001045171628,0.08202041114044745
100.0,9,0.15,0.5,0.075,0.18773888523648186,0.5289130571270543,0.09929754773205282
100.0,9,0.175,0.5,0.0875,0.18317017196811758,0.4831132282705968,0.08849193310239765
100.0,9,0.2,0.5,0.1,0.17857359117000332,0.5110012706819554,0.09125133199811171
100.0,9,0.025,0.6,0.015,0.037513610015501,0.6340744613867827,0.023786422065252614
100.0,9,0.05,0.6,0.03,0.044045775212175675,0.6341900624845568,0.027933392933990435
100.0,9,0.075,0.6,0.045,0.04468882546857376,0.6415068093268121,0.028668185838907533
100.0,9,0.1,0.6,0.06,0.10854785757579934,0.5905438949424027,0.06410227460046573
100.0,9,0.125,0.6,0.075,0.13153690802020082,0.5992878786826756,0.07882847457590438
100.0,9,0.15,0.6,0.09,0.1711542636503042,0.6476473894752739,0.11084761205068228
100.0,9,0.175,0.6,0.105,0.16961908268883408,0.6388093709724973,0.10835425951738611
100.0,9,0.2,0.6,0.12,0.1999999624905356,0.5960760470948421,0.11921518706047514
100.0,9,0.025,0.7,0.0174999999999999,0.02849553450310287,0.7409405900843686,0.021113498149498526
100.0,9,0.05,0.7,0.0349999999999999,0.05395510122031512,0.669267815911287,0.036110412750992714
100.0,9,0.075,0.7,0.0525,0.07501715619836961,0.7382306608612741,0.05537996479625582
100.0,9,0.1,0.7,0.0699999999999999,0.08635739601306097,0.7198022369687241,0.062160246828995264
100.0,9,0.125,0.7,0.0875,0.1355490640783536,0.6984007963938991,0.09466757430276981
100.0,9,0.15,0.7,0.105,0.1584832425356823,0.7383187985176917,0.11701115721413288
100.0,9,0.175,0.7,0.1224999999999999,0.19659189806499183,0.7147057198300961,0.14050535401930486
100.0,9,0.2,0.7,0.1399999999999999,0.17540218127311685,0.7033830242100971,0.1233749167169326
100.0,9,0.175,0.8,0.1399999999999999,0.16940230335643158,0.7967260530951563,0.1349672285383981
100.0,9,0.2,0.8,0.16,0.18512332904813247,0.8288927872277554,0.15344739219558742
100.0,10,0.0,0.0,0.0,0.0010000001743421286,0.0010000806042282629,1.0000807785844442e-06
100.0,10,0.025,0.1,0.0025,0.002420828803916553,0.9999999955609575,0.002420828793170391
100.0,10,0.025,0.2,0.005,0.01819206014180808,0.37966288871001014,0.006906850105025092
100.0,10,0.05,0.2,0.01,0.0371271896170155,0.1808337696729401,0.006713849655806954
100.0,10,0.025,0.3,0.0075,0.0038821747228142533,0.6172249063450833,0.002396174929704277
100.0,10,0.05,0.3,0.015,0.030157003570093682,0.4410264717703145,0.013300036883683196
100.0,10,0.075,0.3,0.0225,0.05113866803979361,0.3408166259403788,0.017428908296407544
100.0,10,0.1,0.3,0.03,0.14634211563950145,0.22866437331875755,0.03346322816284775
100.0,10,0.025,0.4,0.01,0.021663990817249967,0.4180140399378842,0.009055852322695885
100.0,10,0.05,0.4,0.02,0.04634237204362337,0.45832635606503597,0.021239930510164092
100.0,10,0.075,0.4,0.03,0.1443382167220815,0.29070939693134557,0.04196047593742217
100.0,10,0.1,0.4,0.04,0.11244561777912122,0.45521698640837593,0.05118715526023966
100.0,10,0.025,0.5,0.0125,0.07700846404160612,0.355543592793781,0.027379865980883333
100.0,10,0.05,0.5,0.025,0.05903194798445609,0.4854006052678441,0.028654143281794876
100.0,10,0.075,0.5,0.0375,0.08034823001484623,0.516423375398249,0.04149370415154179
100.0,10,0.1,0.5,0.05,0.13010610668229358,0.46632044357020747,0.06067113737927988
100.0,10,0.125,0.5,0.0625,0.13164743288572933,0.5482965016436386,0.0721818269016111
100.0,10,0.15,0.5,0.075,0.13663335438750102,0.5317572706789737,0.07265577961281051
100.0,10,0.175,0.5,0.0875,0.18316548771519295,0.49826159854650787,0.09126432870752278
100.0,10,0.2,0.5,0.1,0.19999999999995252,0.48042935407677545,0.09608587081533228
100.0,10,0.025,0.6,0.015,0.020211869761925565,0.5936990364303091,0.011999767602110108
100.0,10,0.05,0.6,0.03,0.04702583018799822,0.6493144327712442,0.030534550254116916
100.0,10,0.075,0.6,0.045,0.07935035964897887,0.6075250557106889,0.04820733166640909
100.0,10,0.1,0.6,0.06,0.10826153343674377,0.588523388112293,0.06371444446042474
100.0,10,0.125,0.6,0.075,0.1350859710163639,0.6545461511621229,0.08842000240475908
100.0,10,0.15,0.6,0.09,0.11021015108530854,0.6758522066442695,0.07448577380560412
100.0,10,0.175,0.6,0.105,0.12363526402206189,0.6551293870329782,0.08099709473443382
100.0,10,0.2,0.6,0.12,0.16902082370491547,0.64099800498456,0.10834201079569786
100.0,10,0.025,0.7,0.0174999999999999,0.032286091521810015,0.6744385505648748,0.02177498476937444
100.0,10,0.05,0.7,0.0349999999999999,0.04889340698971336,0.6844936396198977,0.03346722610380585
100.0,10,0.075,0.7,0.0525,0.08183805353560387,0.715246604491151,0.058534389909505706
100.0,10,0.1,0.7,0.0699999999999999,0.09397455879595193,0.7374258234645594,0.0692992664048235
100.0,10,0.125,0.7,0.0875,0.10553079012744067,0.7269527311986359,0.07671589610869303
100.0,10,0.15,0.7,0.105,0.13950030332757007,0.7097107858026962,0.09900486989432424
100.0,10,0.175,0.7,0.1224999999999999,0.1639566280168816,0.7162183676099771,0.11742874847708719
100.0,10,0.2,0.7,0.1399999999999999,0.19765074275002917,0.6787557163930705,0.13415657149091853
100.0,10,0.175,0.8,0.1399999999999999,0.19375830892147217,0.8328478777756563,0.1613711963866481
100.0,10,0.2,0.8,0.16,0.19137768280115333,0.820860843950472,0.15709444621744045
100.0,11,0.0,0.0,0.0,0.0010000000000000063,0.2791390167491748,0.00027913901674917656
